episode,reward,intercepted,breached,success_rate
2684,1699.00,16,1,66.7
2685,1899.00,18,1,72.0
2686,2100.00,15,0,65.2
2687,2400.00,18,0,75.0
2688,2200.00,16,0,69.6
2689,2300.00,17,0,73.9
2690,1299.00,12,1,60.0
2691,1900.00,13,0,68.4
2692,2000.00,14,0,70.0
2693,2400.00,18,0,94.7
2694,2000.00,14,0,66.7
2695,2400.00,18,0,75.0
2696,2000.00,14,0,66.7
2697,2200.00,16,0,72.7
2698,1899.00,18,1,69.2
2699,1699.00,16,1,72.7
2700,2700.00,21,0,75.0
2701,2000.00,14,0,58.3
2702,1399.00,13,1,59.1
2703,2500.00,19,0,86.4
2704,1599.00,15,1,60.0
2705,1700.00,11,0,50.0
2706,2700.00,21,0,84.0
2707,2300.00,17,0,70.8
2708,2300.00,17,0,73.9
2709,1299.00,12,1,60.0
2710,2100.00,15,0,60.0
2711,2000.00,14,0,70.0
2712,1499.00,14,1,70.0
2713,2300.00,17,0,77.3
2714,2099.00,20,1,80.0
2715,2400.00,18,0,75.0
2716,1799.00,17,1,68.0
2717,2200.00,16,0,69.6
2718,1999.00,19,1,73.1
2719,2500.00,19,0,82.6
2720,2500.00,19,0,79.2
2721,1599.00,15,1,78.9
2722,2400.00,18,0,64.3
2723,2300.00,17,0,68.0
2724,2500.00,19,0,73.1
2725,2100.00,15,0,62.5
2726,2400.00,18,0,85.7
2727,1900.00,13,0,61.9
2728,2100.00,15,0,68.2
2729,2400.00,18,0,78.3
2730,1399.00,13,1,52.0
2731,1499.00,14,1,70.0
2732,2200.00,16,0,61.5
2733,2199.00,21,1,84.0
2734,2700.00,21,0,84.0
2735,2500.00,19,0,82.6
2736,1899.00,18,1,69.2
2737,1900.00,13,0,59.1
2738,2400.00,18,0,81.8
2739,1800.00,12,0,66.7
2740,1799.00,17,1,68.0
2741,2300.00,17,0,77.3
2742,2700.00,21,0,80.8
2743,1599.00,15,1,68.2
2744,2100.00,15,0,65.2
2745,1999.00,19,1,73.1
2746,1499.00,14,1,60.9
2747,2600.00,20,0,76.9
2748,2700.00,21,0,84.0
2749,1398.00,18,2,64.3
2750,1799.00,17,1,85.0
2751,2000.00,14,0,56.0
2752,898.00,13,2,54.2
2753,1599.00,15,1,68.2
2754,2700.00,21,0,87.5
2755,2300.00,17,0,63.0
2756,2100.00,15,0,68.2
2757,2100.00,15,0,75.0
2758,2200.00,16,0,66.7
2759,2400.00,18,0,72.0
2760,2100.00,15,0,65.2
2761,2300.00,17,0,77.3
2762,2400.00,18,0,78.3
2763,2200.00,16,0,72.7
2764,1799.00,17,1,73.9
2765,2100.00,15,0,71.4
2766,1600.00,10,0,52.6
2767,2100.00,15,0,68.2
2768,2500.00,19,0,70.4
2769,1899.00,18,1,81.8
2770,2200.00,16,0,76.2
2771,2300.00,17,0,73.9
2772,2199.00,21,1,77.8
2773,1900.00,13,0,56.5
2774,2700.00,21,0,84.0
2775,2600.00,20,0,87.0
2776,2200.00,16,0,69.6
2777,2100.00,15,0,78.9
2778,2300.00,17,0,73.9
2779,2000.00,14,0,66.7
2780,1499.00,14,1,60.9
2781,2400.00,18,0,78.3
2782,2100.00,15,0,65.2
2783,2100.00,15,0,75.0
2784,2200.00,16,0,76.2
2785,1499.00,14,1,56.0
2786,1800.00,12,0,48.0
2787,2800.00,22,0,84.6
2788,1900.00,13,0,61.9
2789,1498.00,19,2,73.1
2790,2500.00,19,0,79.2
2791,1699.00,16,1,69.6
2792,2200.00,16,0,69.6
2793,2800.00,22,0,91.7
2794,2300.00,17,0,77.3
2795,2400.00,18,0,72.0
2796,1599.00,15,1,71.4
2797,2200.00,16,0,66.7
2798,1799.00,17,1,68.0
2799,2300.00,17,0,73.9
2800,1799.00,17,1,68.0
2801,2100.00,15,0,75.0
2802,1500.00,9,0,42.9
2803,2100.00,15,0,68.2
2804,2400.00,18,0,72.0
2805,2200.00,16,0,69.6
2806,2000.00,14,0,60.9
2807,1098.00,15,2,68.2
2808,1599.00,15,1,71.4
2809,1599.00,15,1,75.0
2810,2600.00,20,0,83.3
2811,2500.00,19,0,67.9
2812,1900.00,13,0,65.0
2813,2200.00,16,0,66.7
2814,1899.00,18,1,81.8
2815,1899.00,18,1,69.2
2816,1699.00,16,1,66.7
2817,1699.00,16,1,69.6
2818,1599.00,15,1,65.2
2819,2400.00,18,0,75.0
2820,2600.00,20,0,90.9
2821,2400.00,18,0,75.0
2822,2600.00,20,0,83.3
2823,1499.00,14,1,70.0
2824,1499.00,14,1,63.6
2825,1599.00,15,1,68.2
2826,2000.00,14,0,63.6
2827,2267.00,22,0,100.0
2828,2100.00,15,0,75.0
2829,2199.00,21,1,77.8
2830,2800.00,22,0,84.6
2831,2400.00,18,0,85.7
2832,2300.00,17,0,85.0
2833,2300.00,17,0,77.3
2834,2099.00,20,1,76.9
2835,2400.00,18,0,85.7
2836,2000.00,14,0,63.6
2837,1699.00,16,1,69.6
2838,697.00,16,3,64.0
2839,1900.00,13,0,59.1
2840,2700.00,21,0,87.5
2841,998.00,14,2,63.6
2842,2000.00,14,0,73.7
2843,2400.00,18,0,85.7
2844,2200.00,16,0,69.6
2845,2100.00,15,0,75.0
2846,2200.00,16,0,76.2
2847,2800.00,22,0,84.6
2848,2400.00,18,0,75.0
2849,2400.00,18,0,81.8
2850,2600.00,20,0,87.0
2851,2300.00,17,0,65.4
2852,2300.00,17,0,77.3
2853,2400.00,18,0,72.0
2854,2500.00,19,0,82.6
2855,2700.00,21,0,84.0
2856,2300.00,17,0,73.9
2857,2500.00,19,0,86.4
2858,2400.00,18,0,72.0
2859,1499.00,14,1,63.6
2860,2600.00,20,0,76.9
2861,1900.00,13,0,56.5
2862,1699.00,16,1,76.2
2863,2000.00,14,0,63.6
2864,2300.00,17,0,77.3
2865,2400.00,18,0,85.7
2866,1900.00,13,0,61.9
2867,1799.00,17,1,73.9
2868,2300.00,17,0,73.9
2869,1499.00,14,1,60.9
2870,2200.00,16,0,76.2
2871,2000.00,14,0,73.7
2872,1298.00,17,2,70.8
2873,1799.00,17,1,73.9
2874,2700.00,21,0,84.0
2875,2300.00,17,0,73.9
2876,2300.00,17,0,89.5
2877,1800.00,12,0,57.1
2878,2400.00,18,0,69.2
2879,1799.00,17,1,68.0
2880,2400.00,18,0,78.3
2881,2400.00,18,0,78.3
2882,2400.00,18,0,78.3
2883,2400.00,18,0,72.0
2884,2200.00,16,0,80.0
2885,2600.00,20,0,80.0
2886,2200.00,16,0,66.7
2887,2800.00,22,0,84.6
2888,2400.00,18,0,75.0
2889,1900.00,13,0,59.1
2890,1900.00,13,0,68.4
2891,2200.00,16,0,66.7
2892,1399.00,13,1,68.4
2893,1699.00,16,1,64.0
2894,2200.00,16,0,69.6
2895,1498.00,19,2,79.2
2896,2600.00,20,0,80.0
2897,1499.00,14,1,60.9
2898,2500.00,19,0,73.1
2899,2500.00,19,0,82.6
2900,2200.00,16,0,69.6
2901,1800.00,12,0,63.2
2902,2100.00,15,0,65.2
2903,2300.00,17,0,60.7
2904,2200.00,16,0,72.7
2905,1800.00,12,0,60.0
2906,2300.00,17,0,77.3
2907,2300.00,17,0,89.5
2908,2100.00,15,0,60.0
2909,2400.00,18,0,81.8
2910,2300.00,17,0,70.8
2911,1899.00,18,1,78.3
2912,2500.00,19,0,86.4
2913,2500.00,19,0,76.0
2914,2700.00,21,0,87.5
2915,1999.00,19,1,76.0
2916,1399.00,13,1,56.5
2917,2300.00,17,0,73.9
2918,2300.00,17,0,73.9
2919,2100.00,15,0,78.9
2920,2000.00,14,0,66.7
2921,2099.00,20,1,74.1
2922,898.00,13,2,68.4
2923,2600.00,20,0,87.0
2924,1899.00,18,1,78.3
2925,1699.00,16,1,80.0
2926,898.00,13,2,61.9
2927,2800.00,22,0,84.6
2928,2500.00,19,0,70.4
2929,2600.00,20,0,76.9
2930,1899.00,18,1,66.7
2931,2200.00,16,0,76.2
2932,2600.00,20,0,80.0
2933,2200.00,16,0,61.5
2934,2000.00,14,0,66.7
2935,2500.00,19,0,76.0
2936,2600.00,20,0,83.3
2937,2600.00,20,0,83.3
2938,2200.00,16,0,76.2
2939,2400.00,18,0,85.7
2940,2100.00,15,0,71.4
2941,2600.00,20,0,87.0
2942,2400.00,18,0,81.8
2943,1999.00,19,1,82.6
2944,1800.00,12,0,60.0
2945,2300.00,17,0,70.8
2946,2000.00,14,0,70.0
2947,1499.00,14,1,73.7
2948,1899.00,18,1,69.2
2949,2500.00,19,0,82.6
2950,2100.00,15,0,62.5
2951,2200.00,16,0,69.6
2952,2500.00,19,0,73.1
2953,2600.00,20,0,76.9
2954,2200.00,16,0,80.0
2955,2200.00,16,0,69.6
2956,2500.00,19,0,79.2
2957,1899.00,18,1,75.0
2958,1499.00,14,1,53.8
2959,2400.00,18,0,75.0
2960,2500.00,19,0,82.6
2961,1699.00,16,1,69.6
2962,1499.00,14,1,66.7
2963,1800.00,12,0,60.0
2964,2400.00,18,0,75.0
2965,2600.00,20,0,74.1
2966,2500.00,19,0,79.2
2967,1800.00,12,0,60.0
2968,2300.00,17,0,73.9
2969,2600.00,20,0,87.0
2970,2500.00,19,0,86.4
2971,2300.00,17,0,81.0
2972,2700.00,21,0,80.8
2973,2200.00,16,0,72.7
2974,2500.00,19,0,82.6
2975,1799.00,17,1,73.9
2976,1999.00,19,1,76.0
2977,2300.00,17,0,70.8
2978,2300.00,17,0,77.3
2979,2100.00,15,0,71.4
2980,1599.00,15,1,68.2
2981,2500.00,19,0,82.6
2982,2200.00,16,0,69.6
2983,2200.00,16,0,69.6
2984,2000.00,14,0,63.6
2985,797.00,17,3,68.0
2986,2099.00,20,1,83.3
2987,2200.00,16,0,69.6
2988,1800.00,12,0,60.0
2989,1900.00,13,0,48.1
2990,2500.00,19,0,79.2
2991,2200.00,16,0,66.7
2992,2300.00,17,0,73.9
2993,1899.00,18,1,72.0
2994,2300.00,17,0,85.0
2995,2200.00,16,0,72.7
2996,1699.00,16,1,59.3
2997,2200.00,16,0,76.2
2998,1699.00,16,1,72.7
2999,2100.00,15,0,55.6
3000,2000.00,14,0,60.9
3001,2400.00,18,0,85.7
3002,2000.00,14,0,66.7
3003,2100.00,15,0,78.9
3004,2500.00,19,0,79.2
3005,2300.00,17,0,77.3
3006,2500.00,19,0,82.6
3007,2300.00,17,0,73.9
3008,2300.00,17,0,63.0
3009,2800.00,22,0,81.5
3010,1399.00,13,1,54.2
3011,2300.00,17,0,77.3
3012,2300.00,17,0,77.3
3013,2100.00,15,0,68.2
3014,2100.00,15,0,65.2
3015,2099.00,20,1,80.0
3016,2400.00,18,0,75.0
3017,2300.00,17,0,81.0
3018,2200.00,16,0,80.0
3019,2200.00,16,0,66.7
3020,1900.00,13,0,61.9
3021,2100.00,15,0,68.2
3022,1999.00,19,1,73.1
3023,2100.00,15,0,75.0
3024,2400.00,18,0,78.3
3025,2300.00,17,0,70.8
3026,2500.00,19,0,79.2
3027,2400.00,18,0,75.0
3028,2100.00,15,0,75.0
3029,2000.00,14,0,77.8
3030,1999.00,19,1,86.4
3031,1399.00,13,1,72.2
3032,2700.00,21,0,84.0
3033,1799.00,17,1,77.3
3034,897.00,18,3,78.3
3035,2300.00,17,0,85.0
3036,2200.00,16,0,84.2
3037,1499.00,14,1,70.0
3038,2000.00,14,0,63.6
3039,2200.00,16,0,59.3
3040,2300.00,17,0,70.8
3041,1398.00,18,2,78.3
3042,2300.00,17,0,65.4
3043,2700.00,21,0,75.0
3044,2700.00,21,0,91.3
3045,2700.00,21,0,80.8
3046,1899.00,18,1,81.8
3047,2100.00,15,0,71.4
3048,2300.00,17,0,70.8
3049,2100.00,15,0,78.9
3050,1799.00,17,1,77.3
3051,2100.00,15,0,62.5
3052,2200.00,16,0,66.7
3053,1899.00,18,1,66.7
3054,1899.00,18,1,75.0
3055,1799.00,17,1,73.9
3056,2400.00,18,0,94.7
3057,2100.00,15,0,78.9
3058,2400.00,18,0,78.3
3059,1999.00,19,1,73.1
3060,2700.00,21,0,87.5
3061,2600.00,20,0,71.4
3062,1899.00,18,1,75.0
3063,2100.00,15,0,65.2
3064,1499.00,14,1,60.9
3065,2200.00,16,0,66.7
3066,1999.00,19,1,73.1
3067,2400.00,18,0,69.2
3068,2400.00,18,0,72.0
3069,2300.00,17,0,77.3
3070,1499.00,14,1,63.6
3071,2100.00,15,0,75.0
3072,2100.00,15,0,68.2
3073,2300.00,17,0,73.9
3074,2200.00,16,0,76.2
3075,1499.00,14,1,63.6
3076,2200.00,16,0,72.7
3077,2600.00,20,0,83.3
3078,2100.00,15,0,65.2
3079,1399.00,13,1,61.9
3080,1900.00,13,0,65.0
3081,2500.00,19,0,73.1
3082,1600.00,10,0,40.0
3083,2700.00,21,0,84.0
3084,1399.00,13,1,72.2
3085,2000.00,14,0,66.7
3086,1599.00,15,1,65.2
3087,1699.00,16,1,66.7
3088,2600.00,20,0,83.3
3089,2100.00,15,0,65.2
3090,2500.00,19,0,82.6
3091,1799.00,17,1,77.3
3092,2200.00,16,0,76.2
3093,1999.00,19,1,70.4
3094,2400.00,18,0,75.0
3095,2100.00,15,0,83.3
3096,2200.00,16,0,69.6
3097,1799.00,17,1,85.0
3098,2500.00,19,0,79.2
3099,2200.00,16,0,64.0
3100,2300.00,17,0,70.8
3101,2300.00,17,0,70.8
3102,1700.00,11,0,50.0
3103,2300.00,17,0,70.8
3104,1499.00,14,1,60.9
3105,2200.00,16,0,88.9
3106,2400.00,18,0,81.8
3107,1899.00,18,1,69.2
3108,2600.00,20,0,76.9
3109,2200.00,16,0,72.7
3110,2200.00,16,0,69.6
3111,2400.00,18,0,69.2
3112,1899.00,18,1,69.2
3113,2500.00,19,0,95.0
3114,1899.00,18,1,78.3
3115,1699.00,16,1,64.0
3116,2200.00,16,0,61.5
3117,2300.00,17,0,77.3
3118,2400.00,18,0,78.3
3119,2000.00,14,0,63.6
3120,2100.00,15,0,83.3
3121,2300.00,17,0,81.0
3122,1499.00,14,1,70.0
3123,2300.00,17,0,77.3
3124,2300.00,17,0,89.5
3125,3000.00,24,0,96.0
3126,2200.00,16,0,64.0
3127,2300.00,17,0,70.8
3128,1999.00,19,1,82.6
3129,2700.00,21,0,87.5
3130,2200.00,16,0,66.7
3131,2400.00,18,0,81.8
3132,2200.00,16,0,84.2
3133,2000.00,14,0,66.7
3134,2600.00,20,0,80.0
3135,2200.00,16,0,80.0
3136,2600.00,20,0,76.9
3137,2400.00,18,0,78.3
3138,2500.00,19,0,76.0
3139,2700.00,21,0,80.8
3140,2400.00,18,0,81.8
3141,2700.00,21,0,84.0
3142,999.00,9,1,42.9
3143,2500.00,19,0,95.0
3144,2000.00,14,0,56.0
3145,2200.00,16,0,76.2
3146,2300.00,17,0,77.3
3147,2100.00,15,0,68.2
3148,2500.00,19,0,86.4
3149,2500.00,19,0,86.4
3150,1499.00,14,1,63.6
3151,1900.00,13,0,68.4
3152,2400.00,18,0,90.0
3153,2000.00,14,0,63.6
3154,2500.00,19,0,76.0
3155,2200.00,16,0,84.2
3156,2400.00,18,0,69.2
3157,2200.00,16,0,80.0
3158,2300.00,17,0,85.0
3159,2500.00,19,0,67.9
3160,2700.00,21,0,87.5
3161,1799.00,17,1,65.4
3162,2000.00,14,0,56.0
3163,2000.00,14,0,63.6
3164,2000.00,14,0,70.0
3165,2200.00,16,0,66.7
3166,2900.00,23,0,82.1
3167,2500.00,19,0,79.2
3168,1899.00,18,1,78.3
3169,2100.00,15,0,71.4
3170,2200.00,16,0,64.0
3171,2000.00,14,0,70.0
3172,2600.00,20,0,76.9
3173,2400.00,18,0,75.0
3174,1398.00,18,2,66.7
3175,1799.00,17,1,77.3
3176,2100.00,15,0,62.5
3177,2400.00,18,0,78.3
3178,2400.00,18,0,69.2
3179,2200.00,16,0,66.7
3180,2300.00,17,0,70.8
3181,2100.00,15,0,68.2
3182,1599.00,15,1,71.4
3183,1198.00,16,2,64.0
3184,2200.00,16,0,80.0
3185,2500.00,19,0,86.4
3186,1298.00,17,2,65.4
3187,2300.00,17,0,70.8
3188,1700.00,11,0,47.8
3189,2699.00,26,1,92.9
3190,2300.00,17,0,77.3
3191,2500.00,19,0,79.2
3192,2300.00,17,0,77.3
3193,2200.00,16,0,84.2
3194,2300.00,17,0,73.9
3195,2300.00,17,0,70.8
3196,2200.00,16,0,72.7
3197,2300.00,17,0,68.0
3198,1599.00,15,1,75.0
3199,1699.00,16,1,76.2
3200,2500.00,19,0,82.6
3201,1900.00,13,0,65.0
3202,1399.00,13,1,61.9
3203,1900.00,13,0,56.5
3204,2200.00,16,0,84.2
3205,1699.00,16,1,61.5
3206,2099.00,20,1,76.9
3207,2500.00,19,0,76.0
3208,2200.00,16,0,72.7
3209,1098.00,15,2,68.2
3210,2400.00,18,0,81.8
3211,1299.00,12,1,52.2
3212,2300.00,17,0,73.9
3213,2400.00,18,0,75.0
3214,1700.00,11,0,57.9
3215,2300.00,17,0,81.0
3216,2200.00,16,0,76.2
3217,2000.00,14,0,60.9
3218,1499.00,14,1,63.6
3219,2300.00,17,0,70.8
3220,2400.00,18,0,72.0
3221,1599.00,15,1,71.4
3222,1399.00,13,1,56.5
3223,2300.00,17,0,81.0
3224,1599.00,15,1,60.0
3225,2300.00,17,0,65.4
3226,1299.00,12,1,60.0
3227,2000.00,14,0,66.7
3228,2200.00,16,0,80.0
3229,2000.00,14,0,63.6
3230,1399.00,13,1,54.2
3231,2000.00,14,0,60.9
3232,2200.00,16,0,72.7
3233,2600.00,20,0,83.3
3234,2300.00,17,0,73.9
3235,2000.00,14,0,66.7
3236,2300.00,17,0,77.3
3237,2300.00,17,0,77.3
3238,2300.00,17,0,73.9
3239,2300.00,17,0,77.3
3240,1499.00,14,1,56.0
3241,2600.00,20,0,74.1
3242,1900.00,13,0,59.1
3243,2400.00,18,0,78.3
3244,2400.00,18,0,78.3
3245,2400.00,18,0,90.0
3246,2000.00,14,0,73.7
3247,1800.00,12,0,63.2
3248,2200.00,16,0,69.6
3249,1699.00,16,1,80.0
3250,2700.00,21,0,84.0
3251,1999.00,19,1,73.1
3252,2700.00,21,0,87.5
3253,1499.00,14,1,70.0
3254,1599.00,15,1,65.2
3255,2200.00,16,0,69.6
3256,1699.00,16,1,66.7
3257,2000.00,14,0,60.9
3258,2400.00,18,0,78.3
3259,2300.00,17,0,77.3
3260,2300.00,17,0,85.0
3261,2800.00,22,0,95.7
3262,2100.00,15,0,83.3
3263,1899.00,18,1,78.3
3264,2600.00,20,0,80.0
3265,2400.00,18,0,78.3
3266,2500.00,19,0,82.6
3267,2500.00,19,0,86.4
3268,1599.00,15,1,78.9
3269,1999.00,19,1,76.0
3270,1800.00,12,0,57.1
3271,2300.00,17,0,70.8
3272,2300.00,17,0,65.4
3273,2500.00,19,0,79.2
3274,2300.00,17,0,77.3
3275,2800.00,22,0,88.0
3276,1799.00,17,1,73.9
3277,1800.00,12,0,54.5
3278,2500.00,19,0,79.2
3279,2300.00,17,0,73.9
3280,2300.00,17,0,68.0
3281,2300.00,17,0,77.3
3282,2400.00,18,0,66.7
3283,2400.00,18,0,85.7
3284,2100.00,15,0,62.5
3285,2100.00,15,0,68.2
3286,2700.00,21,0,77.8
3287,2400.00,18,0,78.3
3288,2100.00,15,0,60.0
3289,2099.00,20,1,74.1
3290,1999.00,19,1,79.2
3291,2000.00,14,0,66.7
3292,1899.00,18,1,69.2
3293,2700.00,21,0,75.0
3294,1699.00,16,1,80.0
3295,2400.00,18,0,69.2
3296,2700.00,21,0,77.8
3297,2400.00,18,0,66.7
3298,2700.00,21,0,87.5
3299,2500.00,19,0,79.2
3300,2200.00,16,0,69.6
3301,2100.00,15,0,62.5
3302,2400.00,18,0,90.0
3303,2800.00,22,0,88.0
3304,2199.00,21,1,77.8
3305,2300.00,17,0,70.8
3306,2200.00,16,0,76.2
3307,1298.00,17,2,77.3
3308,2500.00,19,0,82.6
3309,1799.00,17,1,65.4
3310,2200.00,16,0,66.7
3311,2100.00,15,0,65.2
3312,2300.00,17,0,65.4
3313,1799.00,17,1,73.9
3314,2400.00,18,0,78.3
3315,2300.00,17,0,77.3
3316,2300.00,17,0,73.9
3317,2500.00,19,0,82.6
3318,1899.00,18,1,72.0
3319,2300.00,17,0,81.0
3320,2300.00,17,0,81.0
3321,1999.00,19,1,82.6
3322,2400.00,18,0,85.7
3323,1900.00,13,0,61.9
3324,2400.00,18,0,72.0
3325,1800.00,12,0,60.0
3326,2500.00,19,0,79.2
3327,1900.00,13,0,65.0
3328,2700.00,21,0,75.0
3329,2000.00,14,0,73.7
3330,2300.00,17,0,68.0
3331,2300.00,17,0,77.3
3332,1399.00,13,1,59.1
3333,2800.00,22,0,88.0
3334,2700.00,21,0,91.3
3335,2600.00,20,0,76.9
3336,1799.00,17,1,73.9
3337,2300.00,17,0,73.9
3338,2000.00,14,0,66.7
3339,2000.00,14,0,70.0
3340,2300.00,17,0,70.8
3341,2400.00,18,0,78.3
3342,2700.00,21,0,77.8
3343,1198.00,16,2,72.7
3344,1198.00,16,2,76.2
3345,2400.00,18,0,90.0
3346,2200.00,16,0,72.7
3347,2000.00,14,0,63.6
